key,translation,options,desc_en,desc_vi,chapter,status,notes
flat organization,tổ chức phẳng,tổ chức phẳng,"organizational structure where owners, executives, or key decision makers interact directly with staff at all levels, with very few if any mid-level managers","cấu trúc tổ chức trong đó chủ sở hữu, nhà quản lý cấp cao hoặc người ra quyết định chính tương tác trực tiếp với nhân viên ở mọi cấp, với rất ít hoặc không có cấp quản lý trung gian",Chương 12,approved,Source: glossary.md — Chương 12
hybrid group,nhóm lai,nhóm lai,"group of individuals who have a loose and flexible set of criteria for membership and function within a very broad set of guidelines; certain criteria may be required of regular members, but guests are frequently accepted with no long-term commitment expected","nhóm các cá nhân có tiêu chí thành viên lỏng lẻo và linh hoạt, hoạt động trong khuôn khổ các hướng dẫn rộng; một số tiêu chí có thể áp dụng cho thành viên chính thức, nhưng khách thường được chấp nhận mà không yêu cầu cam kết dài hạn",Chương 12,approved,Source: glossary.md — Chương 12
inventory management,quản lý tồn kho,quản lý tồn kho,"business operations that include managing the quantity of inventory units in stock, scheduling and cataloguing replacement inventory, organizing shelf location for unit storage, paying for inventory received, and processing, fulfilling, packaging, and shipping customer orders","các hoạt động kinh doanh bao gồm việc quản lý số lượng đơn vị hàng tồn kho, lập kế hoạch và ghi nhận hàng thay thế, tổ chức vị trí lưu trữ, thanh toán hàng nhận được, và xử lý, hoàn tất, đóng gói và vận chuyển đơn hàng cho khách",Chương 12,approved,Source: glossary.md — Chương 12
line of credit (loc),hạn mức tín dụng (LOC),hạn mức tín dụng (LOC),"agreement between a bank and a depositor in which the bank makes available a maximum amount of money the depositor can borrow at any time during the term of the loan; the borrower pays a fee during the term, whether or not there is an outstanding balance, and also pays interest when there is a balance on the loan","thỏa thuận giữa ngân hàng và người gửi tiền, trong đó ngân hàng cung cấp một hạn mức tối đa mà người vay có thể sử dụng bất kỳ lúc nào trong thời hạn vay; người vay trả một khoản phí trong suốt thời hạn, dù có hay không số dư nợ, và đồng thời trả lãi khi có dư nợ",Chương 12,approved,Source: glossary.md — Chương 12
liquidity,tính thanh khoản,tính thanh khoản,"measure of a company’s ability to cover its immediate and short-term (i.e., due within one year) debts and obligations",thước đo khả năng của doanh nghiệp trong việc đáp ứng các khoản nợ và nghĩa vụ đến hạn ngay lập tức và trong ngắn hạn (tức là trong vòng một năm),Chương 12,approved,Source: glossary.md — Chương 12
nepotism,chủ nghĩa thân hữu,chủ nghĩa thân hữu,hiring family and close friends because of personal relationships rather than for their skill sets,việc tuyển dụng người thân hoặc bạn bè thân thiết dựa trên quan hệ cá nhân thay vì năng lực,Chương 12,approved,Source: glossary.md — Chương 12
networking,xây dựng mạng lưới quan hệ,xây dựng mạng lưới quan hệ,"process of establishing and maintaining bilateral relationship with other people to exchange information, ideas, products or services, and money","quá trình thiết lập và duy trì các mối quan hệ hai chiều với người khác nhằm trao đổi thông tin, ý tưởng, sản phẩm hoặc dịch vụ và tiền",Chương 12,approved,Source: glossary.md — Chương 12
north american industry classification system (naics),hệ thống phân loại ngành Bắc Mỹ (NAICS),hệ thống phân loại ngành Bắc Mỹ (NAICS),"standard used by US federal agencies to collect, analyze, and report statistical information about businesses","hệ thống tiêu chuẩn được các cơ quan liên bang Hoa Kỳ sử dụng để thu thập, phân tích và báo cáo dữ liệu thống kê về doanh nghiệp",Chương 12,approved,Source: glossary.md — Chương 12
open group,nhóm mở,nhóm mở,"informal, loosely organized group of individuals who have no formal process for joining or leaving the group, and who focus on a specific activity or social cause","nhóm không chính thức, tổ chức lỏng lẻo, không có quy trình chính thức để tham gia hoặc rời khỏi, và tập trung vào một hoạt động hoặc mục tiêu xã hội cụ thể",Chương 12,approved,Source: glossary.md — Chương 12
operational capacity,công suất vận hành,công suất vận hành,number of units that can reasonably be expected to be produced within a specified time period,số lượng đơn vị có thể được kỳ vọng sản xuất một cách hợp lý trong một khoảng thời gian xác định,Chương 12,approved,Source: glossary.md — Chương 12
operational expenses,chi phí vận hành,chi phí vận hành,"expenses associated with daily, ongoing activities of the business, such as inventory, office supplies, wages, insurance, and utilities","các khoản chi phí liên quan đến hoạt động thường xuyên hàng ngày của doanh nghiệp như hàng tồn kho, vật tư văn phòng, tiền lương, bảo hiểm và tiện ích",Chương 12,approved,Source: glossary.md — Chương 12
operational reserve,dự trữ vận hành,dự trữ vận hành,difference in unit capacity between absolute capacity and operational capacity,phần chênh lệch về công suất đơn vị giữa công suất tối đa tuyệt đối và công suất vận hành,Chương 12,approved,Source: glossary.md — Chương 12
outsourcing,thuê ngoài,thuê ngoài,"hiring an outside company or third party to perform a specific task, job, or process, or to manufacture goods","việc thuê một công ty bên ngoài hoặc bên thứ ba để thực hiện một nhiệm vụ, công việc hoặc quy trình cụ thể, hoặc để sản xuất hàng hóa",Chương 12,approved,Source: glossary.md — Chương 12
pro forma,báo cáo tài chính dự kiến,báo cáo tài chính dự kiến,financial statement that shows how much and where monies will be collected and spent in the early stages of business creation,báo cáo tài chính thể hiện số tiền sẽ được thu và chi như thế nào trong giai đoạn đầu của việc hình thành doanh nghiệp,Chương 12,approved,Source: glossary.md — Chương 12
production time,thời gian sản xuất,thời gian sản xuất,amount of time that a machine is actually producing products that are to be sold; also called up time,khoảng thời gian mà máy thực sự sản xuất ra sản phẩm để bán; còn được gọi là thời gian hoạt động (up time),Chương 12,approved,Source: glossary.md — Chương 12
self-performing,tự thực hiện,tự thực hiện,when employees do most of the work in a business,trường hợp nhân viên thực hiện phần lớn công việc trong doanh nghiệp,Chương 12,approved,Source: glossary.md — Chương 12
total cost of ownership,tổng chi phí sở hữu,tổng chi phí sở hữu,"comprehensive cost of owning large capital items, including initial direct costs, operating direct costs, and indirect costs","tổng chi phí toàn diện khi sở hữu tài sản lớn, bao gồm chi phí trực tiếp ban đầu, chi phí vận hành trực tiếp và chi phí gián tiếp",Chương 12,approved,Source: glossary.md — Chương 12
trade association,hiệp hội ngành nghề,hiệp hội ngành nghề,"group of companies or employees of companies in a specific industry, business structure, or social cause","nhóm các công ty hoặc nhân viên của các công ty trong một ngành cụ thể, một loại hình kinh doanh hoặc một mục tiêu xã hội",Chương 12,approved,Source: glossary.md — Chương 12
